Time,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20
22-07-2008 14.00,3095.78,2661.48,2207.2034,1157.0873,0.8467,100,95.4878,0.1221,1.4749,0.01574869414202919,-0.0059,0.9546321909053942,226.0086,0,8.8322,410.494,9.1999,0.9705,185.96297775661702,12.4034,1.3845
21-07-2008 8.21,3095.78,2440.22,2184.4333,980.036,1.0526,100,104.4203,0.1224,1.5527,0.0014018926146007263,0.007,0.9627261428053988,193.1597,0,10.052,407.9634,9.694649497783375,0.9733,184.2974809106327,12.2687,1.393
19-07-2008 20.24,2946.23,2428.37,2264.334,877.6266,1.4116,100,100.4897,0.1205,1.5451,0.022549638270359097,0.0028,0.9488041228140494,226.0086,0,13.3405,420.806,9.833828361045319,0.9614,185.65281753888243,11.0126,1.4182
19-07-2008 12.32,3095.78,2428.37,2196.8489,1141.6957,1.4097,100,95.4878,0.1257,1.5277,0.009487943731603606,-0.005,0.959066226598144,193.7292,0,9.5716,416.3882,9.781071031210939,0.9622,183.3869,12.288,1.4163
19-07-2008 11.55,3095.78,2428.37,2184.4333,877.6266,1.2594,100,97.9222,0.1254,1.5504,-0.004515353350745788,-0.0008,0.9646467125742026,204.4544,0,8.2077,425.829,9.247993641447799,0.966,187.42642047972382,12.3736,1.4001
22-07-2008 8.41,3095.78,2428.37,2184.4333,877.6266,1.3948,100,107.8711,0.1185,1.5036,-0.005214238046968909,0.0141,0.9699,199.4191,0,11.739,417.3632,10.002799152741142,0.9673,191.79101673397082,12.3831,1.3825
22-07-2008 8.41,3050.64,2475.97,2213.2963,1270.6255,1.2731,100,99.4842,0.1257,1.568,0.019215399316119354,-0.0179,0.9607550048555002,202.1234,0,13.2503,418.3483,9.504439069576739,0.9652,183.4648596541096,12.5635,1.4165
19-07-2008 19.45,3095.78,2428.37,2184.4333,1335.2342,0.7884,100,100.6116,0.1211,1.5794,0.025,0.0031,0.9670151461469431,202.2942,0,12.5021,420.2527,9.634067082517223,0.9658,183.3869,12.4679,1.3997
19-07-2008 17.53,3046.13,2587.48,2260.2688,1286.6399,1.2049,100,101.7456,0.1257,1.5316,0.019716994110287808,-0.0082,0.957235001607984,199.9872,0,10.4178,423.4168,9.1999,0.9711,190.51822139144264,12.5635,1.3968
19-07-2008 13.17,3095.78,2428.37,2220.408,1664.3649,0.9801,100,101.5861,0.1221,1.5816,-0.0367,-0.0028,0.9433,213.7328,0,7.9558,417.598,9.686291978152768,0.9703,191.11082578500796,12.5045,1.42
22-07-2008 0.03,3045.01,2428.37,2184.4333,1696.5246,0.7884,100,96.7922,0.1199,1.5314,0.025,0.0001,0.9678706764826702,201.8126,0,11.1182,421.2548,9.468844945572263,0.9631,186.01614293815578,12.5635,1.3993
19-07-2008 11.55,3095.78,2546.68,2202.6993,1402.6674,1.5292,100,101.9946,0.1257,1.5816,-0.007012613386181912,-0.0109,0.9541781079083999,213.8071,0,8.0456,418.9122,9.885747353715823,0.9673,187.43054899112832,12.5635,1.3903
19-07-2008 14.43,3095.78,2519.76,2184.4333,1165.2713,1.5509,100,95.4878,0.1257,1.4817,0.0030519197210725144,0.0001,0.9574208602423093,205.4574,0,9.9531,425.2214,10.092360968351118,0.9693,189.72203317834638,12.4088,1.3914
19-07-2008 20.24,3095.78,2428.94,2184.4333,877.6266,1.071,100,95.5573,0.125,1.5084,0.011477024082632178,0.0079,0.9587501374718796,201.838,0,13.1198,428.9826,9.852593390041465,0.9713,190.80562101063455,12.5635,1.423
22-07-2008 0.03,3095.78,2428.37,2184.4333,1496.0502,1.5509,100,95.4878,0.1185,1.5816,0.025,0.0192,0.9642022307967166,224.2022,0,7.9558,426.7824,10.35426161616405,0.962,191.24681752704777,12.2664,1.4127
22-07-2008 8.41,3021.08,2493.52,2184.4333,1156.9348,1.3084,100,103.4851,0.1248,1.5816,-0.023523432376682772,-0.0095,0.9482435783987845,206.8908,0,11.2877,418.0373,9.491904659851766,0.9644,192.425024060515,12.4774,1.3983
21-07-2008 11.53,3053.86,2428.37,2184.4333,1698.0172,1.5509,100,100.2938,0.1257,1.5816,-0.030654523163547394,0.0206,0.9568650465189453,200.1713,0,7.9558,423.0681,9.1999,0.9734,183.3869,12.503,1.4272
19-07-2008 19.45,3055.75,2519.94,2209.0104,877.6266,1.4864,100,98.9556,0.1257,1.5746,0.0006491728314470362,0.0216,0.9628912727938508,204.6141,0,9.9497,418.1065,9.1999,0.97,183.3869,12.3589,1.3904
20-07-2008 3.35,3095.78,2428.37,2184.4333,1157.3201,1.4911,100,96.692,0.1232,1.5816,0.025,0.0216,0.9489444059950642,197.4749,0,11.964,426.2477,9.65871251958823,0.9656,187.25492329966855,12.3182,1.3825
19-07-2008 15.22,3070.72,2577.26,2184.4333,1695.5579,1.1768,100,103.0648,0.1244,1.5668,-0.01674120443787244,-0.0179,0.9589149680620953,226.0086,0,8.4237,428.9826,9.353447852346177,0.9679,183.3869,12.5635,1.4205
19-07-2008 13.17,3095.78,2428.37,2250.1958,877.6266,1.2253,100,99.9247,0.1185,1.5756,0.011633013082662536,-0.0179,0.9433,214.2123,0,10.4506,414.8917,9.672253420868286,0.965,187.47741483366096,12.4276,1.4278
22-07-2008 2.59,2980.77,2459.39,2184.4333,1616.5527,1.5509,100,106.6549,0.1257,1.5319,0.009827176750078777,0.0127,0.9545812412662253,226.0086,0,13.6872,418.2535,10.089077106835504,0.9684,188.10239963924073,12.5635,1.3917
21-07-2008 8.21,3048.08,2432.31,2184.4333,877.6266,1.5509,100,100.6649,0.1213,1.4843,-0.014372595506031465,0.0104,0.9538489381505952,196.2728,0,13.5159,421.0962,10.087247960227781,0.9668,186.37755364229113,12.529,1.4056
20-07-2008 3.35,2987.2,2428.37,2184.4333,877.6266,0.7884,100,104.0788,0.1212,1.5257,0.014613920588179683,-0.0078,0.9433,194.8985,0,9.5873,428.9826,9.61908180380859,0.9629,194.8663025503484,12.3954,1.4113
19-07-2008 19.45,3062.24,2428.37,2216.9254,877.6266,1.5509,100,105.1589,0.1257,1.5297,-0.0055496258029305735,-0.0179,0.9557061630933598,202.9555,0,8.9174,409.9683,9.88205430308065,0.9618,191.8564483811188,12.5295,1.3911
19-07-2008 14.43,2991.49,2515.19,2184.4333,1342.9815,1.3781,100,101.465,0.1257,1.5438,-0.008984985663401338,0.0207,0.9455947425212631,203.8563,0,8.8635,428.9826,9.499692648635166,0.9624,184.78016323817167,12.5162,1.4278
19-07-2008 21.35,3025.2,2511.14,2184.4333,1117.9695,1.5509,100,101.6348,0.1252,1.5816,0.025,0.013,0.9607704566386699,197.4191,0,9.4583,427.6666,9.1999,0.9633,183.3869,12.5635,1.4244
19-07-2008 14.43,3038.01,2478.59,2184.4333,1340.2089,1.5509,100,101.0789,0.1255,1.5763,-0.018675525759774176,-0.0041,0.9433,206.0861,0,8.9439,409.2668,9.270015065066504,0.9688,199.61269805585528,12.5635,1.4151
19-07-2008 11.55,3095.78,2428.37,2206.9614,1326.9735,0.9407,100,95.7336,0.1255,1.5816,0.005253625403738429,-0.0163,0.9692539018284927,214.3836,0,7.9558,425.5666,9.1999,0.9705,185.96253507334262,12.4403,1.4278
19-07-2008 11.55,3095.78,2428.37,2184.4333,877.6266,1.4037,100,104.6322,0.1257,1.5816,-0.01806789346994834,0.0053,0.9652920925659819,203.7907,0,7.9558,422.976,10.4109,0.9738,183.3869,12.5371,1.3889
19-07-2008 11.55,3095.78,2623.48,2184.4333,1529.5677,1.4563,100,103.8813,0.1257,1.5336,-0.009413927076554857,-0.0049,0.9473402667014731,195.4295,0,11.864,428.9826,9.1999,0.968,183.3869,12.5544,1.3946
21-07-2008 11.53,3054.69,2613.93,2184.4333,1024.133,1.5509,100,103.1119,0.1257,1.5816,0.0005783408828072944,0.0043,0.9563469262594565,207.6748,0,7.9558,420.1293,9.43273197539274,0.9663,199.66589900483768,12.5495,1.4077
22-07-2008 8.41,2963.72,2450.66,2187.4425,1331.1141,1.4072,100,103.2329,0.1237,1.5816,-0.0367,-0.0009,0.9549481032393721,197.5176,0,10.5246,412.9676,9.359336248976863,0.9667,184.3990905184671,12.3143,1.4115
19-07-2008 19.45,2964.24,2428.37,2200.5837,1262.179,1.5509,100,95.4878,0.1211,1.5771,-0.021237912960914644,0.0047,0.9579745949083618,226.0086,0,10.3401,408.674,9.957358407952668,0.9635,191.94787107501304,12.5635,1.3967
22-07-2008 11.47,2979.64,2498.74,2221.6922,1011.6018,1.5509,100,95.4878,0.1257,1.5653,0.025,-0.0129,0.9433,195.4885,0,13.6872,408.266,9.372065331275843,0.9722,183.3869,12.496,1.4049
19-07-2008 19.44,2920.07,2573.62,2184.4333,944.2691,1.3969,100,100.9642,0.1239,1.5816,0.004993835890197675,-0.0179,0.9495607638350266,226.0086,0,10.3529,417.4754,9.1999,0.9648,184.94312906775195,12.5635,1.4135
20-07-2008 3.35,3095.78,2428.37,2184.4333,1318.8685,1.5509,100,105.5257,0.1245,1.5596,-0.015115406767269073,-0.0042,0.9539392655247857,199.7644,0,7.9558,405.2667,10.047139515513967,0.9624,191.5861484531234,12.56,1.4278
22-07-2008 11.47,3077.4,2538.91,2184.4333,877.6266,1.373,100,99.9382,0.1185,1.4775,0.004744726516029956,0.0161,0.9614912064532961,192.9787,0,11.2312,425.1735,10.015667220399731,0.9653,183.3869,12.366,1.4162
22-07-2008 0.03,3095.78,2458.71,2184.4333,878.0491,1.5509,100,103.0648,0.1224,1.4387,-0.0002009944546947258,-0.0179,0.9612205151999191,205.1276,0,13.6872,418.8547,9.421645566200029,0.9695,183.61179651016928,12.5635,1.3921
22-07-2008 14.00,3095.78,2510.23,2200.1073,1174.4724,0.8572,100,95.4878,0.1251,1.5816,0.025,-0.0113,0.9529405084664166,198.122,0,8.3798,418.5165,10.4109,0.9676,183.3869,12.442,1.3825
19-07-2008 19.45,2999.6,2428.37,2184.4333,1336.3837,0.8162,100,104.5377,0.1257,1.5804,-0.016881626037132412,-0.015,0.9587366093660777,192.9787,0,7.9558,420.177,10.031843901909184,0.9647,186.45599455918762,12.5377,1.4067
19-07-2008 21.35,3038.14,2589.88,2243.4422,877.6266,1.138,100,102.43,0.1257,1.5816,-0.0367,0.0033,0.9500416508399394,226.0086,0,8.443,428.9826,9.877294154232466,0.9688,183.3869,12.5635,1.4119
19-07-2008 12.32,2979.26,2428.37,2184.4333,1079.5132,1.5509,100,103.8028,0.1231,1.5224,0.021886695285033987,0.0212,0.9543469255642042,206.9733,0,11.8364,421.1402,9.1999,0.9668,183.3869,12.4659,1.4193
19-07-2008 17.53,3058.86,2438.04,2184.4333,877.6266,1.4857,100,104.5062,0.1185,1.5774,0.005727794420588331,-0.0175,0.9648707680809474,204.8867,0,13.0646,404.5667,10.259322427740027,0.9634,183.3869,12.3793,1.404
22-07-2008 0.03,3038.86,2428.37,2252.9026,1640.725,1.5509,100,96.5067,0.1231,1.5066,-0.0367,-0.0032,0.9616999658065216,195.903,0,7.9558,415.4509,9.74219234627672,0.9674,184.19914643921857,12.2665,1.4117
19-07-2008 19.44,3032.24,2428.37,2256.7459,877.6266,1.5509,100,102.9737,0.1255,1.5417,0.025,0.0186,0.9433,204.6863,0,7.9558,428.9797,9.36388465123644,0.9705,190.4166743671064,12.2646,1.4027
19-07-2008 11.55,3085.32,2579.53,2240.9703,1357.0146,1.4818,100,107.6752,0.1239,1.5508,-0.0367,-0.0179,0.9546739733151588,196.4369,0,13.4955,419.5155,9.47388832805786,0.9656,183.3869,12.4586,1.3943
19-07-2008 14.43,2957.99,2428.37,2194.8603,920.1948,1.3871,100,100.5851,0.1253,1.5816,-0.005086072297951808,-0.0179,0.9612144743246991,224.9658,0,7.9558,423.3704,9.887084943764306,0.9649,192.8997986731403,12.4645,1.4048
22-07-2008 2.59,3017.69,2508.48,2184.4333,877.6266,1.4499,100,95.4878,0.1199,1.5208,-0.0038921711019085283,-0.0179,0.9503074824010286,226.0086,0,10.0342,411.1942,9.603962979935785,0.963,183.3869,12.5635,1.3977
19-07-2008 19.44,3049.05,2428.37,2184.4333,1032.6941,1.5509,100,95.4878,0.125,1.523,0.0047696952624507166,-0.0016,0.945332998345151,224.5887,0,11.049,417.8248,9.906471872413636,0.9613,186.87464377081739,12.4093,1.3905
19-07-2008 21.57,3095.78,2458.27,2205.9937,877.6266,1.5271,100,106.741,0.1186,1.496,0.020674638504260698,-0.0082,0.9433,224.9689,0,13.5612,422.9964,9.354407188154248,0.9747,183.3869,12.4152,1.3977
19-07-2008 22.52,3095.78,2428.37,2190.3552,1010.557,1.2528,100,105.5559,0.123,1.4368,0.025,-0.0089,0.9598205191283677,199.0789,0,7.9558,408.3476,9.499926322202942,0.9663,188.00303803865745,12.4127,1.4161
19-07-2008 19.44,2988.34,2428.37,2186.1049,877.6266,1.4707,100,107.8711,0.1257,1.5362,0.01907014218710919,-0.0179,0.948203006796924,206.1301,0,10.4919,416.2325,9.478083727004524,0.9625,183.54371206250505,12.5405,1.4278
19-07-2008 19.45,3015.23,2428.37,2184.4333,877.6266,1.5509,100,104.9812,0.1185,1.5651,-0.0367,-0.0004,0.962118809237801,201.6069,0,10.4613,416.5724,9.533133718346745,0.9615,185.9533051070769,12.4248,1.4278
22-07-2008 8.41,3029.36,2498.5,2184.4333,1406.6758,1.5214,100,98.8259,0.1212,1.5141,0.024146181254387312,0.0055,0.9576738864613074,198.9696,0,10.4568,426.1312,9.1999,0.9686,188.22807310197845,11.5385,1.4278
19-07-2008 11.55,3095.78,2450.91,2195.9224,877.6266,1.5509,100,103.662,0.1239,1.5816,0.00023128882597194325,-0.007,0.957767487239569,202.6914,0,9.9303,420.9941,10.361004178877568,0.9676,189.51032430121015,10.7029,1.427
19-07-2008 19.45,3051.8,2466.56,2265.9807,877.6266,1.5509,100,102.7162,0.1211,1.5777,0.022134642549993297,0.0091,0.9583871159865364,221.7972,0,8.7369,423.3502,9.1999,0.9688,192.7373802992083,12.321,1.4017
19-07-2008 19.45,3078.0,2428.37,2184.4333,1176.6411,1.4546,100,106.2729,0.1218,1.5378,0.000782312393746808,-0.0054,0.9557738685460903,200.9601,0,10.9647,428.9826,10.241021521649548,0.9703,183.3869,12.3618,1.4114
19-07-2008 21.57,3033.02,2606.85,2184.4333,1535.4532,1.2176,100,103.1258,0.1213,1.5816,-0.009028730563691934,0.0097,0.9555336847385179,195.6098,0,8.8911,426.3286,9.548987334237934,0.9717,186.63932901801905,12.5625,1.411
19-07-2008 21.57,3095.78,2565.0,2248.626,1088.4567,1.1404,100,95.4878,0.1185,1.5745,-0.027112500317266676,0.0041,0.944761854615873,206.3351,0,10.3351,428.9826,10.09203940958943,0.9706,183.3869,12.4563,1.4008
19-07-2008 19.45,3095.78,2428.37,2184.4333,877.6266,1.5509,100,102.0964,0.1195,1.5618,-0.0023706653908849747,0.0023,0.9521708732123892,226.0086,0,10.6103,424.2046,9.1999,0.9714,188.7700339990934,12.5635,1.4077
19-07-2008 21.57,3052.87,2428.37,2214.8985,877.6266,1.3606,100,96.1851,0.121,1.4589,0.025,-0.0059,0.9433,197.3677,0,11.217,416.2815,10.077999362068113,0.9686,191.19080199708168,12.2556,1.411
19-07-2008 14.43,3092.47,2467.89,2184.4333,877.6266,1.5509,100,102.7073,0.1243,1.5816,0.016898405542509702,0.0091,0.952341246041018,226.0086,0,8.0455,421.012,9.1999,0.9702,187.17350456795475,12.5635,1.3964
19-07-2008 15.22,3095.78,2571.05,2184.4333,877.6266,1.1767,100,104.3174,0.1251,1.4923,0.025,-0.0,0.9692363314719392,203.5763,0,8.0196,405.1009,9.525387988026477,0.9666,185.8560591486464,12.2609,1.4046
19-07-2008 21.35,3092.49,2608.78,2200.9632,877.6266,1.5509,100,100.9301,0.1185,1.5443,-0.026108485370241512,-0.0028,0.9433,192.9787,0,10.4392,425.2472,10.382477195340723,0.9697,198.66208368833335,12.2652,1.3936
19-07-2008 15.22,3070.1,2527.12,2188.6813,1193.5838,1.3364,100,102.5684,0.12,1.5268,-0.02226751309467344,0.0025,0.9614875397300864,201.3656,0,10.2329,411.9824,10.4109,0.9646,184.14543540160975,12.5635,1.4075
21-07-2008 11.53,3070.54,2428.37,2184.4333,877.6266,1.5509,100,106.2625,0.1232,1.5739,0.025,-0.0179,0.9533300652753561,203.3255,0,9.5639,417.555,9.230459858313152,0.9643,183.3869,12.3126,1.4003
21-07-2008 8.21,3026.33,2428.37,2228.6411,1362.714,1.5273,100,99.523,0.1228,1.5816,0.010981553930094137,0.0139,0.9529805698981617,194.1234,0,7.9558,421.1077,10.242917723374966,0.9701,189.97711544389674,12.3057,1.4051
19-07-2008 19.45,2978.94,2428.37,2191.6994,877.6266,1.4612,100,106.8932,0.1236,1.5515,0.025,0.0118,0.9613682739338298,209.3839,0,9.9807,418.0243,9.370844999044703,0.9679,187.18325919587903,12.5635,1.4194
22-07-2008 8.41,3075.65,2428.37,2217.0073,877.6266,1.5509,100,98.6105,0.1194,1.5057,0.006143309531002197,0.0011,0.9433,192.9787,0,10.2754,419.6692,9.577984595264132,0.9723,187.53396932151597,12.3849,1.3961
20-07-2008 3.35,3016.43,2491.98,2184.4333,1062.6948,1.3431,100,103.1602,0.1229,1.5668,-0.03603332720477424,-0.004,0.9433,211.2758,0,10.1995,425.9052,9.1999,0.9594,188.92751067603967,12.5635,1.4113
19-07-2008 15.22,3047.4,2433.94,2184.4333,877.6266,1.4965,100,105.2408,0.1207,1.4589,-0.02241605334428162,0.0077,0.9433,200.5802,0,10.9106,423.9615,10.178773542352946,0.968,183.3869,12.501,1.3932
21-07-2008 11.53,3058.77,2655.82,2184.4333,1418.4277,1.4169,100,101.4714,0.1224,1.5681,0.020593788313562525,0.0015,0.9492260810544834,192.9787,0,8.9875,409.4549,9.1999,0.9645,186.31701080607377,12.1996,1.4226
19-07-2008 22.52,2988.19,2428.37,2235.6902,877.6266,1.1255,100,107.5934,0.1185,1.5294,-0.004445257881918709,-0.0037,0.9618779750069123,197.8045,0,10.241,419.1598,9.591866179088614,0.9607,188.28074921247423,12.2426,1.423
19-07-2008 19.45,3095.78,2546.42,2212.2983,1199.5374,1.5509,100,101.9099,0.1235,1.4557,0.013117700683729543,-0.0179,0.9620726434780429,202.2981,0,7.9558,418.0418,9.254241246094951,0.9652,187.109416466544,12.2369,1.4278
19-07-2008 22.52,3011.31,2428.37,2203.2747,884.7135,1.5509,100,101.0385,0.1257,1.5576,-0.0013658737474312177,-0.0095,0.950500885284488,226.0086,0,11.985,428.9135,10.379199560688319,0.9717,183.3869,12.402,1.3825
19-07-2008 20.24,3026.98,2428.37,2257.1879,877.6266,1.3901,100,101.9597,0.125,1.5816,0.009101091806031553,0.0087,0.9433,208.2296,0,10.3292,419.1135,10.4109,0.962,191.43955250717337,12.3879,1.4133
19-07-2008 13.17,2933.87,2428.37,2184.725,877.6266,1.5509,100,100.8727,0.1257,1.4368,0.020528092975602638,0.0076,0.9509517485643343,196.1492,0,7.9558,406.9302,9.1999,0.9675,185.76827829448106,12.4021,1.4006
22-07-2008 14.00,3095.78,2428.37,2184.4333,1489.3678,1.2737,100,95.4878,0.1257,1.5816,-0.010277315430699551,-0.0179,0.9587560208095347,196.9774,0,10.6725,414.1154,9.1999,0.9691,183.3869,12.5148,1.3922
22-07-2008 0.03,3095.78,2474.69,2241.9187,1085.6925,1.4552,100,102.0243,0.1227,1.5279,0.01825877769683244,-0.0097,0.9557121725328575,195.5284,0,7.9558,408.539,9.609008567307109,0.9698,183.3869,12.3794,1.3825
19-07-2008 21.35,3095.78,2581.47,2184.4333,1316.346,1.1994,100,103.6119,0.1257,1.5816,-0.0367,-0.0179,0.9699,226.0086,0,7.9558,406.3886,9.1999,0.9668,183.3869,12.3833,1.4118
21-07-2008 8.21,3095.78,2480.7,2244.0993,1264.3396,1.0416,100,97.7189,0.1233,1.5368,0.02208941337818443,0.0029,0.9611820726864163,206.1509,0,10.0646,419.611,9.201130579167847,0.9698,192.66091926026257,12.5635,1.404
19-07-2008 21.35,3095.78,2537.08,2226.6337,1360.239,0.7884,100,104.4798,0.1257,1.5127,0.014786622023035316,-0.0179,0.9651945506681494,226.0086,0,7.9558,414.957,10.05928176581467,0.9721,187.51147965153552,12.5635,1.3952
22-07-2008 2.59,3006.96,2649.73,2184.4333,1043.9797,1.5509,100,105.4025,0.1257,1.5179,-0.0010433860750103854,-0.0134,0.9499542290589162,200.1958,0,8.7369,414.2652,9.1999,0.9677,189.29210724013546,12.4866,1.3825
22-07-2008 8.41,3095.78,2488.04,2244.9602,971.9563,1.3611,100,106.1455,0.1228,1.5706,0.01002712356851487,0.0009,0.9433,208.9744,0,7.9558,428.9674,9.1999,0.9652,198.36247548826933,12.5635,1.4128
19-07-2008 19.45,3090.86,2490.63,2270.2556,877.6266,1.4514,100,104.6129,0.1257,1.5694,-0.0008710904738352503,-0.0003,0.9433,200.8351,0,7.9558,425.5907,9.290086616274053,0.9728,185.53175186117556,12.5502,1.4098
19-07-2008 15.22,3027.37,2546.97,2246.3399,1362.1103,0.8002,100,102.168,0.1222,1.5149,-0.028641958137247243,0.0051,0.9517216040595998,204.4243,0,9.7486,415.4654,9.1999,0.9747,183.3869,12.4338,1.3964
22-07-2008 8.41,3051.22,2428.37,2184.4333,1441.9747,1.4993,100,95.4878,0.1212,1.5034,0.009790121888548695,-0.0086,0.9630269973308255,202.2862,0,8.0823,416.9482,9.215596136395037,0.9698,184.23832396597413,12.3034,1.4278
19-07-2008 11.55,3095.78,2428.37,2213.8921,892.1265,1.5509,100,102.2256,0.1199,1.5475,-0.002542096658163198,-0.0179,0.9607963865173544,208.9465,0,13.6872,419.779,9.884405863567963,0.9669,193.26964195379512,10.7029,1.4098
19-07-2008 12.32,3064.91,2489.97,2195.6484,1113.2556,1.314,100,95.4878,0.1257,1.5816,-0.0007479304812028562,0.0051,0.9518675046407203,192.9787,0,7.9558,428.9826,9.1999,0.9665,191.51047180735085,12.4068,1.4278
19-07-2008 11.55,3073.12,2483.71,2224.9743,1567.5512,1.2032,100,100.0509,0.1257,1.5816,0.025,-0.0179,0.9542254602740123,207.0179,0,8.4952,421.9168,9.864589580512524,0.9718,183.3869,12.3739,1.419
22-07-2008 0.03,3095.78,2524.17,2184.4333,877.6266,1.5461,100,101.0669,0.1185,1.5404,-0.009165842181683969,-0.0066,0.9653362691628115,217.5198,0,10.8079,418.5065,10.306987492273645,0.9677,183.3869,12.5326,1.405
22-07-2008 0.03,3037.92,2428.37,2184.4333,877.6266,1.5509,100,105.9508,0.1245,1.5703,-0.005887890698518104,-0.0098,0.9620934712574439,203.465,0,8.8614,416.7512,9.1999,0.973,188.25240348660387,12.4653,1.4278
19-07-2008 22.52,3047.18,2571.65,2270.2556,1476.1466,0.7884,100,106.3945,0.1257,1.5816,0.025,-0.0096,0.9433,198.5028,0,7.9558,422.0687,9.1999,0.966,188.99992308251862,12.4045,1.3859
22-07-2008 0.03,3095.78,2651.75,2184.4333,1503.5478,1.3662,100,102.2837,0.1214,1.5816,0.02099644403206355,0.0121,0.9433,203.3206,0,9.9537,411.46,9.1999,0.9615,185.85769871632934,12.5635,1.4154
19-07-2008 21.35,2947.72,2550.32,2184.4333,945.1331,1.1224,100,95.4878,0.1209,1.4368,0.0039047409361060003,-0.0067,0.9637427199269407,206.4651,0,10.3586,420.6755,9.712161636474464,0.9686,183.3869,12.5635,1.4003
20-07-2008 3.35,3095.78,2428.37,2184.4333,970.086,1.4593,100,95.4878,0.1197,1.4999,0.025,0.0014,0.9491007313281232,226.0086,0,9.1515,428.9826,9.1999,0.973,193.8215532272199,12.5635,1.4042
19-07-2008 21.57,2994.63,2637.6,2226.7908,1075.5271,1.5509,100,107.4844,0.1242,1.5816,-0.0105390674567734,0.0065,0.9433,226.0086,0,7.9558,428.9826,9.392648992123151,0.965,196.27947912750605,12.2811,1.4165
19-07-2008 21.35,3075.92,2428.37,2184.9523,1023.9715,1.5509,100,101.813,0.1201,1.5816,0.0022394135381098162,0.0151,0.9515410673522628,199.6505,0,10.7993,424.5671,9.1999,0.9718,186.65807727452597,12.5635,1.3825
19-07-2008 21.35,3095.78,2428.37,2184.4333,1698.0172,1.376,100,98.6773,0.1257,1.5816,0.018655140537614776,0.0072,0.9481200310453209,200.5443,0,11.2034,411.7076,10.20227266044235,0.9699,205.80809172158592,12.2523,1.3944
21-07-2008 11.53,3082.58,2560.44,2184.4333,877.6266,1.4854,100,100.4112,0.1247,1.5426,0.011975507047761494,0.0177,0.9565432910500781,203.1387,0,7.9558,427.1272,9.293182586070257,0.9655,190.5149590766416,12.3232,1.3852
19-07-2008 20.24,3095.78,2428.37,2184.4333,1491.766,1.5509,100,103.7124,0.1257,1.5563,0.0193491319978418,-0.0005,0.9602529142939379,194.345,0,7.9558,428.1382,9.749461271443455,0.962,186.81691059375618,12.5508,1.3987
22-07-2008 14.00,3049.13,2428.37,2199.0298,877.6266,1.3447,100,95.4878,0.1192,1.5147,0.00016177381618326728,0.0025,0.9574307001813456,194.2099,0,13.6872,414.3074,9.787828425658912,0.9623,211.8002197544449,12.5605,1.4207
19-07-2008 19.45,3095.78,2567.38,2184.4333,966.4535,1.3242,100,104.7776,0.1185,1.5702,-0.0367,-0.0058,0.953325864152941,226.0086,0,8.9045,404.5667,9.46361300657759,0.9665,187.5038264695073,12.5635,1.3863
19-07-2008 20.24,2997.64,2428.37,2184.4333,1629.2755,1.2736,100,101.425,0.1227,1.5816,0.009409144722949566,0.0136,0.9566532943070353,204.7695,0,8.5323,425.2451,10.327073225660746,0.9656,184.29026201409314,12.5635,1.3981
22-07-2008 14.00,3095.78,2557.23,2184.4333,1595.9625,1.5509,100,103.4374,0.1257,1.5776,-0.010731993712388465,-0.0091,0.9433,199.4863,0,8.872,411.1747,9.980794105107886,0.9747,186.8805456146341,12.4495,1.4162
19-07-2008 19.44,2920.07,2525.44,2241.7941,877.6266,1.1672,100,95.4878,0.1205,1.5816,0.01875688616337565,0.0069,0.9495760219082864,205.8371,0,12.0558,408.635,9.5693883552042,0.9674,187.3212919997368,12.2534,1.424
19-07-2008 22.52,2988.34,2428.37,2184.4333,917.1233,1.3445,100,105.1207,0.1257,1.4577,0.025,0.0104,0.9527221744874377,199.2571,0,9.4261,428.9826,9.1999,0.9669,184.75371381228967,12.5092,1.3875
22-07-2008 0.03,3049.42,2428.37,2184.4333,1202.1648,1.5444,100,95.4878,0.1257,1.5282,-0.0015166341064912284,-0.005,0.9580613022856937,212.6286,0,13.1226,409.2145,10.4109,0.9624,190.15552311743548,12.2952,1.4202
19-07-2008 19.44,3095.78,2586.73,2251.8741,942.049,0.7884,100,104.5829,0.1256,1.5816,0.0018791790442541402,-0.0005,0.9496942239821186,197.4852,0,9.7146,422.3741,9.1999,0.9685,187.56200772841942,11.4995,1.4278
19-07-2008 11.55,3095.78,2428.37,2203.7242,877.6266,1.3832,100,98.2316,0.1257,1.5816,0.010059009672557493,0.0013,0.9433,194.1137,0,7.9558,417.4289,10.319606707000409,0.9641,188.27557177764723,12.5635,1.4144
19-07-2008 13.17,3007.48,2479.34,2184.4333,1698.0172,1.4399,100,101.2662,0.1241,1.5131,0.01082907927282172,-0.0045,0.9433,226.0086,0,10.7812,419.6225,9.37158016777723,0.9671,183.3869,12.5635,1.3957
22-07-2008 8.41,3061.28,2428.37,2242.365,877.6266,0.9572,100,104.3143,0.122,1.5041,-0.034580840657144965,0.0047,0.9592035763506498,202.5038,0,10.7411,425.7252,10.4109,0.9703,183.3869,12.5635,1.4111
