Supplier_Name,Supplier_Code,Alloy,Current_LB,New_LB,change
SUPPLIER A37,S070,A380,2.99,1.31,-0.0
SUPPLIER A22,S003,A412,1.37,1.59,-0.01
TOP DIE CASTING,S002,A381,1.49,1.24,-0.02
SUPPLIER A60,S074,A343,1.21,2.08,0.0
SUPPLIER A35,S044,A385,1.5,1.59,0.01
SUPPLIER H,S021,A399,1.24,1.96,-0.03
SUPPLIER A52,S013,A340,1.4,1.45,-0.03
SUPPLIER A46,S008,A394,2.95,1.5,-0.02
SUPPLIER A61,S056,A340,1.29,1.66,0.0
SUPPLIER AC,S016,A380,1.37,1.33,0.0
SUPPLIER A70,S064,A414,1.51,1.87,0.01
BLUE METAL,S080,A385,1.5,1.94,0.0
SUPPLIER A24,S046,A368,1.21,1.68,0.2
SUPPLIER A23,S026,A412,1.49,1.45,0.01
SUPPLIER A3,S047,A388,1.64,1.73,-0.02
SUPPLIER A62,S078,A378,1.48,1.37,-0.02
SUPPLIER A7,S090,A380,1.53,1.51,-0.03
SUPPLIER A12,S074,A404,1.58,1.54,-0.03
